,time(s),angle(rad)
19546,977.333,-2.797
19547,977.383,-2.798
19548,977.433,-2.799
19549,977.483,-2.799
19550,977.533,-2.8
19551,977.583,-2.8
19552,977.633,-2.8
19553,977.683,-2.8
19554,977.733,-2.8
19555,977.783,-2.799
19556,977.833,-2.799
19557,977.883,-2.798
19558,977.933,-2.798
19559,977.983,-2.797
19560,978.033,-2.796
19561,978.083,-2.795
19562,978.133,-2.793
19563,978.183,-2.792
19564,978.233,-2.791
19565,978.283,-2.789
19566,978.333,-2.787
19567,978.383,-2.785
19568,978.433,-2.783
19569,978.483,-2.781
19570,978.533,-2.779
19571,978.583,-2.776
19572,978.633,-2.774
19573,978.683,-2.771
19574,978.733,-2.769
19575,978.783,-2.766
19576,978.833,-2.763
19577,978.883,-2.76
19578,978.933,-2.757
19579,978.983,-2.753
19580,979.033,-2.75
19581,979.083,-2.746
19582,979.133,-2.743
19583,979.183,-2.739
19584,979.233,-2.735
19585,979.283,-2.731
19586,979.333,-2.727
19587,979.383,-2.723
19588,979.433,-2.719
19589,979.483,-2.714
19590,979.533,-2.71
19591,979.583,-2.705
19592,979.633,-2.7
19593,979.683,-2.696
19594,979.733,-2.691
19595,979.783,-2.686
19596,979.833,-2.681
19597,979.883,-2.675
19598,979.933,-2.67
19599,979.983,-2.665
19600,980.033,-2.659
19601,980.083,-2.654
19602,980.133,-2.648
19603,980.183,-2.642
19604,980.233,-2.637
19605,980.283,-2.631
19606,980.333,-2.625
19607,980.383,-2.619
19608,980.433,-2.613
19609,980.483,-2.606
19610,980.533,-2.6
19611,980.583,-2.594
19612,980.633,-2.587
19613,980.683,-2.581
19614,980.733,-2.574
19615,980.783,-2.567
19616,980.833,-2.56
19617,980.883,-2.554
19618,980.933,-2.547
19619,980.983,-2.54
19620,981.033,-2.533
19621,981.083,-2.525
19622,981.133,-2.518
19623,981.183,-2.511
19624,981.233,-2.504
19625,981.283,-2.496
19626,981.333,-2.489
19627,981.383,-2.481
19628,981.433,-2.473
19629,981.483,-2.466
19630,981.533,-2.458
19631,981.583,-2.45
19632,981.633,-2.442
19633,981.683,-2.434
19634,981.733,-2.426
19635,981.783,-2.418
19636,981.833,-2.41
19637,981.883,-2.402
19638,981.933,-2.394
19639,981.983,-2.386
19640,982.033,-2.377
19641,982.083,-2.369
19642,982.133,-2.361
19643,982.183,-2.352
19644,982.233,-2.344
19645,982.283,-2.335
19646,982.333,-2.326
19647,982.383,-2.318
19648,982.433,-2.309
19649,982.483,-2.3
19650,982.533,-2.291
19651,982.583,-2.282
19652,982.633,-2.274
19653,982.683,-2.265
19654,982.733,-2.256
19655,982.783,-2.247
19656,982.833,-2.238
19657,982.883,-2.229
19658,982.933,-2.219
19659,982.983,-2.21
19660,983.033,-2.201
19661,983.083,-2.192
19662,983.133,-2.182
19663,983.183,-2.173
19664,983.233,-2.164
19665,983.283,-2.154
19666,983.333,-2.145
19667,983.383,-2.136
19668,983.433,-2.126
19669,983.483,-2.117
19670,983.533,-2.107
19671,983.583,-2.098
19672,983.633,-2.088
19673,983.683,-2.078
19674,983.733,-2.069
19675,983.783,-2.059
19676,983.833,-2.049
19677,983.883,-2.04
19678,983.933,-2.03
19679,983.983,-2.02
19680,984.033,-2.01
19681,984.083,-2.001
19682,984.133,-1.991
19683,984.183,-1.981
19684,984.233,-1.971
19685,984.283,-1.961
19686,984.333,-1.951
19687,984.383,-1.942
19688,984.433,-1.932
19689,984.483,-1.922
19690,984.533,-1.912
19691,984.583,-1.902
19692,984.633,-1.892
19693,984.683,-1.882
19694,984.733,-1.872
19695,984.783,-1.862
19696,984.833,-1.852
19697,984.883,-1.842
19698,984.933,-1.832
19699,984.983,-1.822
19700,985.033,-1.812
19701,985.083,-1.802
19702,985.133,-1.792
19703,985.183,-1.782
19704,985.233,-1.772
19705,985.283,-1.762
19706,985.333,-1.752
19707,985.383,-1.741
19708,985.433,-1.731
19709,985.483,-1.721
19710,985.533,-1.711
19711,985.583,-1.701
19712,985.633,-1.691
19713,985.683,-1.681
19714,985.733,-1.671
19715,985.783,-1.661
19716,985.833,-1.651
19717,985.883,-1.641
19718,985.933,-1.631
19719,985.983,-1.621
19720,986.033,-1.611
19721,986.083,-1.601
19722,986.133,-1.591
19723,986.183,-1.58
19724,986.233,-1.57
19725,986.283,-1.56
19726,986.333,-1.55
19727,986.383,-1.54
19728,986.433,-1.53
19729,986.483,-1.52
19730,986.533,-1.51
19731,986.583,-1.5
19732,986.633,-1.49
19733,986.683,-1.481
19734,986.733,-1.471
19735,986.783,-1.461
19736,986.833,-1.451
19737,986.883,-1.441
19738,986.933,-1.431
19739,986.983,-1.421
19740,987.033,-1.411
19741,987.083,-1.401
19742,987.133,-1.392
19743,987.183,-1.382
19744,987.233,-1.372
19745,987.283,-1.362
19746,987.333,-1.352
19747,987.383,-1.343
19748,987.433,-1.333
19749,987.483,-1.323
19750,987.533,-1.314
19751,987.583,-1.304
19752,987.633,-1.294
19753,987.683,-1.285
19754,987.733,-1.275
19755,987.783,-1.265
19756,987.833,-1.256
19757,987.883,-1.246
19758,987.933,-1.237
19759,987.983,-1.227
19760,988.033,-1.218
19761,988.083,-1.208
19762,988.133,-1.199
19763,988.183,-1.189
19764,988.233,-1.18
19765,988.283,-1.171
19766,988.333,-1.161
19767,988.383,-1.152
19768,988.433,-1.143
19769,988.483,-1.133
19770,988.533,-1.124
19771,988.583,-1.115
19772,988.633,-1.106
19773,988.683,-1.096
19774,988.733,-1.087
19775,988.783,-1.078
19776,988.833,-1.069
19777,988.883,-1.06
19778,988.933,-1.051
19779,988.983,-1.042
19780,989.033,-1.033
19781,989.083,-1.024
19782,989.133,-1.015
19783,989.183,-1.006
19784,989.233,-0.997
19785,989.283,-0.989
19786,989.333,-0.98
19787,989.383,-0.971
19788,989.433,-0.962
19789,989.483,-0.953
19790,989.533,-0.945
19791,989.583,-0.936
19792,989.633,-0.928
19793,989.683,-0.919
19794,989.733,-0.91
19795,989.783,-0.902
19796,989.833,-0.893
19797,989.883,-0.885
19798,989.933,-0.876
19799,989.983,-0.868
19800,990.033,-0.86
19801,990.083,-0.851
19802,990.133,-0.843
19803,990.183,-0.835
19804,990.233,-0.827
19805,990.283,-0.818
19806,990.333,-0.81
19807,990.383,-0.802
19808,990.433,-0.794
19809,990.483,-0.786
19810,990.533,-0.778
19811,990.583,-0.77
19812,990.633,-0.762
19813,990.683,-0.754
19814,990.733,-0.746
19815,990.783,-0.738
19816,990.833,-0.731
19817,990.883,-0.723
19818,990.933,-0.715
19819,990.983,-0.707
19820,991.033,-0.7
19821,991.083,-0.692
19822,991.133,-0.685
19823,991.183,-0.677
19824,991.233,-0.67
19825,991.283,-0.662
19826,991.333,-0.655
19827,991.383,-0.647
19828,991.433,-0.64
19829,991.483,-0.633
19830,991.533,-0.625
19831,991.583,-0.618
19832,991.633,-0.611
19833,991.683,-0.604
19834,991.733,-0.597
19835,991.783,-0.589
19836,991.833,-0.582
19837,991.883,-0.575
19838,991.933,-0.568
19839,991.983,-0.562
19840,992.033,-0.555
19841,992.083,-0.548
19842,992.133,-0.541
19843,992.183,-0.534
19844,992.233,-0.527
19845,992.283,-0.521
19846,992.333,-0.514
19847,992.383,-0.508
19848,992.433,-0.501
19849,992.483,-0.494
19850,992.533,-0.488
19851,992.583,-0.481
19852,992.633,-0.475
19853,992.683,-0.469
19854,992.733,-0.462
19855,992.783,-0.456
19856,992.833,-0.45
19857,992.883,-0.444
19858,992.933,-0.438
19859,992.983,-0.431
19860,993.033,-0.425
19861,993.083,-0.419
19862,993.133,-0.413
19863,993.183,-0.407
19864,993.233,-0.401
19865,993.283,-0.396
19866,993.333,-0.39
19867,993.383,-0.384
19868,993.433,-0.378
19869,993.483,-0.372
19870,993.533,-0.367
19871,993.583,-0.361
19872,993.633,-0.356
19873,993.683,-0.35
19874,993.733,-0.345
19875,993.783,-0.339
19876,993.833,-0.334
19877,993.883,-0.328
19878,993.933,-0.323
19879,993.983,-0.318
19880,994.033,-0.313
19881,994.083,-0.307
19882,994.133,-0.302
19883,994.183,-0.297
19884,994.233,-0.292
19885,994.283,-0.287
19886,994.333,-0.282
19887,994.383,-0.277
19888,994.433,-0.272
19889,994.483,-0.267
19890,994.533,-0.263
19891,994.583,-0.258
19892,994.633,-0.253
19893,994.683,-0.248
19894,994.733,-0.244
19895,994.783,-0.239
19896,994.833,-0.235
19897,994.883,-0.23
19898,994.933,-0.226
19899,994.983,-0.221
19900,995.033,-0.217
19901,995.083,-0.212
19902,995.133,-0.208
19903,995.183,-0.204
19904,995.233,-0.2
19905,995.283,-0.196
19906,995.333,-0.191
19907,995.383,-0.187
19908,995.433,-0.183
19909,995.483,-0.179
19910,995.533,-0.175
19911,995.583,-0.171
19912,995.633,-0.168
19913,995.683,-0.164
19914,995.733,-0.16
19915,995.783,-0.156
19916,995.833,-0.153
19917,995.883,-0.149
19918,995.933,-0.145
19919,995.983,-0.142
19920,996.033,-0.138
19921,996.083,-0.135
19922,996.133,-0.131
19923,996.183,-0.128
19924,996.233,-0.125
19925,996.283,-0.121
19926,996.333,-0.118
19927,996.383,-0.115
19928,996.433,-0.112
19929,996.483,-0.109
19930,996.533,-0.106
19931,996.583,-0.103
19932,996.633,-0.1
19933,996.683,-0.097
19934,996.733,-0.094
19935,996.783,-0.091
19936,996.833,-0.088
19937,996.883,-0.085
19938,996.933,-0.083
19939,996.983,-0.08
19940,997.033,-0.077
19941,997.083,-0.075
19942,997.133,-0.072
19943,997.183,-0.07
19944,997.233,-0.067
19945,997.283,-0.065
19946,997.333,-0.063
19947,997.383,-0.06
19948,997.433,-0.058
19949,997.483,-0.056
19950,997.533,-0.054
19951,997.583,-0.051
19952,997.633,-0.049
19953,997.683,-0.047
19954,997.733,-0.045
19955,997.783,-0.043
19956,997.833,-0.041
19957,997.883,-0.039
19958,997.933,-0.038
19959,997.983,-0.036
19960,998.033,-0.034
19961,998.083,-0.032
19962,998.133,-0.031
19963,998.183,-0.029
19964,998.233,-0.027
19965,998.283,-0.026
19966,998.333,-0.024
19967,998.383,-0.023
19968,998.433,-0.022
19969,998.483,-0.02
19970,998.533,-0.019
19971,998.583,-0.018
19972,998.633,-0.016
19973,998.683,-0.015
19974,998.733,-0.014
19975,998.783,-0.013
19976,998.833,-0.012
19977,998.883,-0.011
19978,998.933,-0.01
19979,998.983,-0.009
19980,999.033,-0.008
19981,999.083,-0.007
19982,999.133,-0.007
19983,999.183,-0.006
19984,999.233,-0.005
19985,999.283,-0.005
19986,999.333,-0.004
19987,999.383,-0.003
19988,999.433,-0.003
19989,999.483,-0.002
19990,999.533,-0.002
19991,999.583,-0.002
19992,999.633,-0.001
19993,999.683,-0.001
19994,999.733,-0.001
19995,999.783,-0.0
19996,999.833,-0.0
19997,999.883,-0.0
19998,999.933,-0.0
19999,999.983,-0.0
20000,1000.033,-0.0
20001,1000.083,-0.0
20002,1000.133,-0.0
20003,1000.183,-0.0
20004,1000.233,-0.0
20005,1000.283,-0.001
20006,1000.333,-0.001
20007,1000.383,-0.001
20008,1000.433,-0.002
20009,1000.483,-0.002
20010,1000.533,-0.003
20011,1000.583,-0.003
20012,1000.633,-0.004
20013,1000.683,-0.004
20014,1000.733,-0.005
20015,1000.783,-0.005
20016,1000.833,-0.006
20017,1000.883,-0.007
20018,1000.933,-0.008
20019,1000.983,-0.009
20020,1001.033,-0.009
20021,1001.083,-0.01
20022,1001.133,-0.011
20023,1001.183,-0.012
20024,1001.233,-0.013
20025,1001.283,-0.014
20026,1001.333,-0.016
20027,1001.383,-0.017
20028,1001.433,-0.018
20029,1001.483,-0.019
20030,1001.533,-0.021
20031,1001.583,-0.022
20032,1001.633,-0.023
20033,1001.683,-0.025
20034,1001.733,-0.026
20035,1001.783,-0.028
20036,1001.833,-0.03
20037,1001.883,-0.031
20038,1001.933,-0.033
20039,1001.983,-0.035
20040,1002.033,-0.036
20041,1002.083,-0.038
20042,1002.133,-0.04
20043,1002.183,-0.042
20044,1002.233,-0.044
20045,1002.283,-0.046
20046,1002.333,-0.048
20047,1002.383,-0.05
20048,1002.433,-0.052
20049,1002.483,-0.054
20050,1002.533,-0.056
20051,1002.583,-0.059
20052,1002.633,-0.061
20053,1002.683,-0.063
20054,1002.733,-0.066
20055,1002.783,-0.068
20056,1002.833,-0.071
20057,1002.883,-0.073
20058,1002.933,-0.076
20059,1002.983,-0.078
20060,1003.033,-0.081
20061,1003.083,-0.084
20062,1003.133,-0.086
20063,1003.183,-0.089
20064,1003.233,-0.092
20065,1003.283,-0.095
20066,1003.333,-0.098
20067,1003.383,-0.101
20068,1003.433,-0.104
20069,1003.483,-0.107
20070,1003.533,-0.11
20071,1003.583,-0.113
20072,1003.633,-0.116
20073,1003.683,-0.119
20074,1003.733,-0.123
20075,1003.783,-0.126
20076,1003.833,-0.129
20077,1003.883,-0.133
20078,1003.933,-0.136
20079,1003.983,-0.14
20080,1004.033,-0.143
20081,1004.083,-0.147
20082,1004.133,-0.15
20083,1004.183,-0.154
20084,1004.233,-0.158
20085,1004.283,-0.161
20086,1004.333,-0.165
20087,1004.383,-0.169
20088,1004.433,-0.173
20089,1004.483,-0.177
20090,1004.533,-0.181
20091,1004.583,-0.185
20092,1004.633,-0.189
20093,1004.683,-0.193
20094,1004.733,-0.197
20095,1004.783,-0.201
20096,1004.833,-0.205
20097,1004.883,-0.21
20098,1004.933,-0.214
20099,1004.983,-0.218
20100,1005.034,-0.223
20101,1005.084,-0.227
20102,1005.134,-0.232
20103,1005.184,-0.236
20104,1005.234,-0.241
20105,1005.284,-0.245
20106,1005.334,-0.25
20107,1005.384,-0.255
20108,1005.434,-0.259
20109,1005.484,-0.264
20110,1005.534,-0.269
20111,1005.584,-0.274
20112,1005.634,-0.279
20113,1005.684,-0.284
20114,1005.734,-0.289
20115,1005.784,-0.294
20116,1005.834,-0.299
20117,1005.884,-0.304
20118,1005.934,-0.309
20119,1005.984,-0.314
20120,1006.034,-0.32
20121,1006.084,-0.325
20122,1006.134,-0.33
20123,1006.184,-0.336
20124,1006.234,-0.341
20125,1006.284,-0.346
20126,1006.334,-0.352
20127,1006.384,-0.357
20128,1006.434,-0.363
20129,1006.484,-0.369
20130,1006.534,-0.374
20131,1006.584,-0.38
20132,1006.634,-0.386
20133,1006.684,-0.392
20134,1006.734,-0.397
20135,1006.784,-0.403
20136,1006.834,-0.409
20137,1006.884,-0.415
20138,1006.934,-0.421
