,time(s),angle(rad)
5313,265.659,2.022
5314,265.709,1.526
5315,265.759,0.949
5316,265.809,0.322
5317,265.859,-0.323
5318,265.909,-0.95
5319,265.959,-1.527
5320,266.009,-2.023
5321,266.059,-2.412
5322,266.109,-2.673
5323,266.159,-2.793
5324,266.209,-2.765
5325,266.259,-2.59
5326,266.309,-2.279
5327,266.359,-1.847
5328,266.409,-1.317
5329,266.459,-0.718
5330,266.509,-0.081
5331,266.559,0.56
5332,266.609,1.172
5333,266.659,1.722
5334,266.709,2.181
5335,266.759,2.524
5336,266.809,2.734
5337,266.859,2.8
5338,266.909,2.718
5339,266.959,2.492
5340,267.009,2.135
5341,267.059,1.665
5342,267.109,1.107
5343,267.159,0.491
5344,267.209,-0.151
5345,267.259,-0.785
5346,267.309,-1.378
5347,267.359,-1.898
5348,267.409,-2.317
5349,267.459,-2.615
5350,267.509,-2.774
5351,267.559,-2.788
5352,267.609,-2.654
5353,267.659,-2.38
5354,267.709,-1.981
5355,267.759,-1.478
5356,267.809,-0.897
5357,267.859,-0.268
5358,267.909,0.374
5359,267.959,0.997
5360,268.009,1.567
5361,268.059,2.055
5362,268.109,2.434
5363,268.159,2.686
5364,268.209,2.795
5365,268.259,2.758
5366,268.309,2.576
5367,268.359,2.258
5368,268.409,1.822
5369,268.459,1.289
5370,268.509,0.689
5371,268.559,0.053
5372,268.609,-0.586
5373,268.659,-1.194
5374,268.709,-1.74
5375,268.759,-2.194
5376,268.809,-2.532
5377,268.859,-2.738
5378,268.909,-2.8
5379,268.959,-2.714
5380,269.009,-2.486
5381,269.059,-2.128
5382,269.109,-1.658
5383,269.159,-1.101
5384,269.209,-0.486
5385,269.259,0.154
5386,269.309,0.786
5387,269.359,1.377
5388,269.409,1.896
5389,269.459,2.315
5390,269.509,2.613
5391,269.559,2.773
5392,269.609,2.788
5393,269.659,2.657
5394,269.709,2.387
5395,269.759,1.992
5396,269.809,1.492
5397,269.859,0.914
5398,269.909,0.289
5399,269.959,-0.352
5400,270.009,-0.974
5401,270.059,-1.546
5402,270.109,-2.036
5403,270.159,-2.42
5404,270.209,-2.676
5405,270.259,-2.793
5406,270.309,-2.764
5407,270.359,-2.59
5408,270.409,-2.281
5409,270.459,-1.852
5410,270.509,-1.326
5411,270.559,-0.732
5412,270.609,-0.099
5413,270.659,0.54
5414,270.709,1.15
5415,270.759,1.699
5416,270.809,2.16
5417,270.859,2.508
5418,270.909,2.725
5419,270.959,2.8
5420,271.009,2.728
5421,271.059,2.514
5422,271.109,2.169
5423,271.159,1.71
5424,271.209,1.162
5425,271.259,0.554
5426,271.309,-0.083
5427,271.359,-0.716
5428,271.409,-1.312
5429,271.459,-1.839
5430,271.509,-2.27
5431,271.559,-2.583
5432,271.609,-2.761
5433,271.659,-2.795
5434,271.709,-2.683
5435,271.759,-2.432
5436,271.809,-2.053
5437,271.859,-1.568
5438,271.909,-1.001
5439,271.959,-0.382
5440,272.009,0.257
5441,272.059,0.882
5442,272.109,1.461
5443,272.159,1.965
5444,272.209,2.366
5445,272.259,2.644
5446,272.309,2.784
5447,272.359,2.779
5448,272.409,2.63
5449,272.459,2.344
5450,272.509,1.936
5451,272.559,1.427
5452,272.609,0.845
5453,272.659,0.218
5454,272.709,-0.42
5455,272.759,-1.036
5456,272.809,-1.598
5457,272.859,-2.077
5458,272.909,-2.449
5459,272.959,-2.693
5460,273.009,-2.797
5461,273.059,-2.755
5462,273.109,-2.571
5463,273.159,-2.253
5464,273.209,-1.818
5465,273.259,-1.289
5466,273.309,-0.693
5467,273.359,-0.061
5468,273.409,0.574
5469,273.459,1.179
5470,273.509,1.723
5471,273.559,2.178
5472,273.609,2.519
5473,273.659,2.73
5474,273.709,2.8
5475,273.759,2.724
5476,273.809,2.507
5477,273.859,2.161
5478,273.909,1.702
5479,273.959,1.155
5480,274.009,0.548
5481,274.059,-0.087
5482,274.109,-0.717
5483,274.159,-1.311
5484,274.209,-1.836
5485,274.259,-2.266
5486,274.309,-2.579
5487,274.359,-2.759
5488,274.409,-2.796
5489,274.459,-2.688
5490,274.509,-2.441
5491,274.559,-2.068
5492,274.609,-1.587
5493,274.659,-1.025
5494,274.709,-0.41
5495,274.759,0.226
5496,274.809,0.851
5497,274.859,1.431
5498,274.909,1.938
5499,274.959,2.344
5500,275.009,2.629
5501,275.059,2.779
5502,275.109,2.785
5503,275.159,2.647
5504,275.209,2.372
5505,275.259,1.975
5506,275.309,1.476
5507,275.359,0.901
5508,275.409,0.28
5509,275.459,-0.356
5510,275.509,-0.974
5511,275.559,-1.541
5512,275.609,-2.029
5513,275.659,-2.412
5514,275.709,-2.671
5515,275.759,-2.792
5516,275.809,-2.769
5517,275.859,-2.603
5518,275.909,-2.303
5519,275.959,-1.885
5520,276.009,-1.37
5521,276.059,-0.784
5522,276.109,-0.157
5523,276.159,0.477
5524,276.209,1.087
5525,276.259,1.641
5526,276.309,2.11
5527,276.359,2.47
5528,276.409,2.704
5529,276.459,2.798
5530,276.509,2.749
5531,276.559,2.558
5532,276.609,2.235
5533,276.659,1.798
5534,276.709,1.268
5535,276.759,0.673
5536,276.809,0.043
5537,276.859,-0.589
5538,276.909,-1.19
5539,276.959,-1.73
5540,277.009,-2.182
5541,277.059,-2.521
5542,277.109,-2.731
5543,277.159,-2.8
5544,277.209,-2.726
5545,277.259,-2.511
5546,277.309,-2.168
5547,277.359,-1.714
5548,277.409,-1.171
5549,277.459,-0.569
5550,277.509,0.063
5551,277.559,0.691
5552,277.609,1.284
5553,277.659,1.811
5554,277.709,2.245
5555,277.759,2.564
5556,277.809,2.751
5557,277.859,2.798
5558,277.909,2.701
5559,277.959,2.466
5560,278.009,2.104
5561,278.059,1.635
5562,278.109,1.081
5563,278.159,0.473
5564,278.209,-0.16
5565,278.259,-0.784
5566,278.309,-1.368
5567,278.359,-1.882
5568,278.409,-2.3
5569,278.459,-2.6
5570,278.509,-2.767
5571,278.559,-2.793
5572,278.609,-2.675
5573,278.659,-2.421
5574,278.709,-2.043
5575,278.759,-1.56
5576,278.809,-0.998
5577,278.859,-0.385
5578,278.909,0.248
5579,278.959,0.868
5580,279.009,1.444
5581,279.059,1.945
5582,279.109,2.348
5583,279.159,2.631
5584,279.209,2.779
5585,279.259,2.785
5586,279.309,2.649
5587,279.359,2.378
5588,279.409,1.986
5589,279.459,1.492
5590,279.509,0.922
5591,279.559,0.305
5592,279.609,-0.327
5593,279.659,-0.943
5594,279.709,-1.51
5595,279.759,-2.001
5596,279.809,-2.389
5597,279.859,-2.656
5598,279.909,-2.787
5599,279.959,-2.776
5600,280.009,-2.624
5601,280.059,-2.338
5602,280.109,-1.933
5603,280.159,-1.43
5604,280.209,-0.853
5605,280.259,-0.234
5606,280.309,0.398
5607,280.359,1.009
5608,280.409,1.569
5609,280.459,2.049
5610,280.509,2.424
5611,280.559,2.677
5612,280.609,2.793
5613,280.659,2.767
5614,280.709,2.6
5615,280.759,2.301
5616,280.809,1.886
5617,280.859,1.374
5618,280.909,0.793
5619,280.959,0.171
5620,281.009,-0.459
5621,281.059,-1.066
5622,281.109,-1.619
5623,281.159,-2.09
5624,281.209,-2.454
5625,281.259,-2.693
5626,281.309,-2.796
5627,281.359,-2.757
5628,281.409,-2.578
5629,281.459,-2.268
5630,281.509,-1.844
5631,281.559,-1.325
5632,281.609,-0.739
5633,281.659,-0.116
5634,281.709,0.513
5635,281.759,1.115
5636,281.809,1.662
5637,281.859,2.124
5638,281.909,2.478
5639,281.959,2.707
5640,282.009,2.798
5641,282.059,2.748
5642,282.109,2.559
5643,282.159,2.24
5644,282.209,1.807
5645,282.259,1.283
5646,282.309,0.694
5647,282.359,0.07
5648,282.409,-0.557
5649,282.459,-1.156
5650,282.509,-1.697
5651,282.559,-2.152
5652,282.609,-2.498
5653,282.659,-2.717
5654,282.709,-2.8
5655,282.759,-2.74
5656,282.809,-2.542
5657,282.859,-2.216
5658,282.909,-1.777
5659,282.959,-1.249
5660,283.009,-0.658
5661,283.059,-0.033
5662,283.109,0.593
5663,283.159,1.189
5664,283.209,1.725
5665,283.259,2.174
5666,283.309,2.513
5667,283.359,2.725
5668,283.409,2.8
5669,283.459,2.733
5670,283.509,2.529
5671,283.559,2.196
5672,283.609,1.754
5673,283.659,1.222
5674,283.709,0.629
5675,283.759,0.005
5676,283.809,-0.62
5677,283.859,-1.214
5678,283.909,-1.746
5679,283.959,-2.19
5680,284.009,-2.524
5681,284.059,-2.731
5682,284.109,-2.8
5683,284.159,-2.728
5684,284.209,-2.519
5685,284.259,-2.182
5686,284.309,-1.736
5687,284.359,-1.203
5688,284.409,-0.609
5689,284.459,0.016
5690,284.509,0.639
5691,284.559,1.231
5692,284.609,1.76
5693,284.659,2.201
5694,284.709,2.532
5695,284.759,2.735
5696,284.809,2.8
5697,284.859,2.725
5698,284.909,2.512
5699,284.959,2.174
5700,285.01,1.726
5701,285.06,1.192
5702,285.11,0.597
5703,285.16,-0.027
5704,285.21,-0.65
5705,285.26,-1.24
5706,285.31,-1.768
5707,285.36,-2.207
5708,285.41,-2.535
5709,285.46,-2.736
5710,285.51,-2.8
5711,285.56,-2.723
5712,285.61,-2.51
5713,285.66,-2.17
5714,285.71,-1.722
5715,285.76,-1.188
5716,285.81,-0.594
5717,285.86,0.03
5718,285.91,0.652
5719,285.96,1.241
5720,286.01,1.769
5721,286.06,2.207
5722,286.11,2.535
5723,286.16,2.736
5724,286.21,2.8
5725,286.26,2.724
5726,286.31,2.511
5727,286.36,2.172
5728,286.41,1.725
5729,286.46,1.192
5730,286.51,0.599
5731,286.56,-0.024
5732,286.61,-0.646
5733,286.66,-1.235
5734,286.71,-1.763
5735,286.76,-2.202
5736,286.81,-2.531
5737,286.86,-2.734
5738,286.91,-2.8
5739,286.96,-2.726
5740,287.01,-2.516
5741,287.06,-2.18
5742,287.11,-1.735
5743,287.16,-1.204
5744,287.21,-0.612
5745,287.26,0.01
5746,287.31,0.631
5747,287.36,1.221
5748,287.41,1.75
5749,287.46,2.192
5750,287.51,2.524
5751,287.56,2.73
5752,287.61,2.8
5753,287.66,2.73
5754,287.71,2.525
5755,287.76,2.193
5756,287.81,1.752
5757,287.86,1.224
5758,287.91,0.634
5759,287.96,0.013
5760,288.01,-0.608
5761,288.06,-1.199
5762,288.11,-1.73
5763,288.16,-2.176
5764,288.21,-2.512
5765,288.26,-2.724
5766,288.31,-2.8
5767,288.36,-2.736
5768,288.41,-2.537
5769,288.46,-2.211
5770,288.51,-1.775
5771,288.56,-1.251
5772,288.61,-0.665
5773,288.66,-0.045
5774,288.71,0.576
5775,288.76,1.169
5776,288.81,1.704
5777,288.86,2.154
5778,288.91,2.497
5779,288.96,2.715
5780,289.01,2.799
5781,289.06,2.744
5782,289.11,2.552
5783,289.16,2.234
5784,289.21,1.805
5785,289.26,1.286
5786,289.31,0.703
5787,289.36,0.085
5788,289.41,-0.536
5789,289.46,-1.131
5790,289.51,-1.67
5791,289.56,-2.126
5792,289.61,-2.477
5793,289.66,-2.704
5794,289.71,-2.798
5795,289.76,-2.753
5796,289.81,-2.571
5797,289.86,-2.262
5798,289.91,-1.84
5799,289.96,-1.328
5800,290.01,-0.75
5801,290.06,-0.134
5802,290.11,0.488
5803,290.16,1.085
5804,290.21,1.629
5805,290.26,2.093
5806,290.31,2.452
5807,290.36,2.69
5808,290.41,2.795
5809,290.46,2.762
5810,290.51,2.592
5811,290.56,2.294
5812,290.61,1.882
5813,290.66,1.377
5814,290.71,0.804
5815,290.76,0.192
5816,290.81,-0.43
5817,290.86,-1.031
5818,290.91,-1.581
5819,290.96,-2.052
5820,291.01,-2.422
5821,291.06,-2.673
5822,291.11,-2.791
5823,291.16,-2.772
5824,291.21,-2.615
5825,291.26,-2.33
5826,291.31,-1.929
5827,291.36,-1.433
5828,291.41,-0.867
5829,291.46,-0.258
5830,291.51,0.364
5831,291.56,0.968
5832,291.61,1.524
5833,291.66,2.005
5834,291.71,2.387
5835,291.76,2.651
5836,291.81,2.785
5837,291.86,2.781
5838,291.91,2.64
5839,291.96,2.369
5840,292.01,1.981
5841,292.06,1.496
5842,292.11,0.937
5843,292.16,0.332
5844,292.21,-0.289
5845,292.26,-0.896
5846,292.31,-1.459
5847,292.36,-1.95
5848,292.41,-2.345
5849,292.46,-2.625
5850,292.51,-2.775
5851,292.56,-2.789
5852,292.61,-2.666
5853,292.66,-2.411
5854,292.71,-2.038
5855,292.76,-1.565
5856,292.81,-1.015
5857,292.86,-0.415
5858,292.91,0.206
5859,292.96,0.816
5860,293.01,1.386
5861,293.06,1.888
5862,293.11,2.297
5863,293.16,2.593
5864,293.21,2.762
5865,293.26,2.795
5866,293.31,2.691
5867,293.36,2.455
5868,293.41,2.099
5869,293.46,1.639
5870,293.51,1.099
5871,293.56,0.505
5872,293.61,-0.113
5873,293.66,-0.726
5874,293.71,-1.304
5875,293.76,-1.817
5876,293.81,-2.241
5877,293.86,-2.556
5878,293.91,-2.745
5879,293.96,-2.799
5880,294.01,-2.717
5881,294.06,-2.501
5882,294.11,-2.163
5883,294.16,-1.719
5884,294.21,-1.191
5885,294.26,-0.604
5886,294.31,0.012
5887,294.36,0.627
5888,294.41,1.212
5889,294.46,1.737
5890,294.51,2.177
5891,294.56,2.511
5892,294.61,2.722
5893,294.66,2.8
5894,294.71,2.74
5895,294.76,2.547
5896,294.81,2.229
5897,294.86,1.803
5898,294.91,1.288
5899,294.96,0.71
5900,295.01,0.098
5901,295.06,-0.519
5902,295.11,-1.111
5903,295.16,-1.648
5904,295.21,-2.105
5905,295.26,-2.459
5906,295.31,-2.693
5907,295.36,-2.796
5908,295.41,-2.762
5909,295.46,-2.593
5910,295.51,-2.298
5911,295.56,-1.89
5912,295.61,-1.391
5913,295.66,-0.824
5914,295.71,-0.216
5915,295.76,0.402
5916,295.81,1.0
5917,295.86,1.549
5918,295.91,2.023
5919,295.96,2.399
5920,296.01,2.657
5921,296.06,2.786
5922,296.11,2.779
5923,296.16,2.637
5924,296.21,2.367
5925,296.26,1.981
5926,296.31,1.499
5927,296.36,0.944
5928,296.41,0.343
5929,296.46,-0.275
5930,296.51,-0.879
5931,296.56,-1.44
5932,296.61,-1.932
5933,296.66,-2.329
5934,296.71,-2.613
5935,296.76,-2.77
5936,296.81,-2.792
5937,296.86,-2.679
5938,296.91,-2.435
5939,296.96,-2.073
5940,297.01,-1.611
5941,297.06,-1.07
5942,297.11,-0.477
5943,297.16,0.139
5944,297.21,0.748
5945,297.26,1.321
5946,297.31,1.829
5947,297.36,2.249
5948,297.41,2.56
5949,297.46,2.746
5950,297.51,2.799
5951,297.56,2.716
5952,297.61,2.502
5953,297.66,2.166
5954,297.71,1.726
5955,297.76,1.201
5956,297.81,0.619
5957,297.86,0.006
5958,297.91,-0.607
5959,297.96,-1.19
5960,298.01,-1.716
5961,298.06,-2.158
5962,298.11,-2.496
5963,298.16,-2.713
5964,298.21,-2.799
5965,298.26,-2.749
5966,298.31,-2.566
5967,298.36,-2.259
5968,298.41,-1.842
5969,298.46,-1.337
5970,298.51,-0.767
5971,298.56,-0.159
5972,298.61,0.455
5973,298.66,1.048
5974,298.71,1.59
5975,298.76,2.056
5976,298.81,2.421
5977,298.86,2.67
5978,298.91,2.79
5979,298.96,2.775
5980,299.01,2.625
5981,299.06,2.35
5982,299.11,1.96
5983,299.16,1.476
5984,299.21,0.921
5985,299.26,0.321
5986,299.31,-0.294
5987,299.36,-0.895
5988,299.41,-1.453
5989,299.46,-1.94
5990,299.51,-2.334
5991,299.56,-2.615
5992,299.61,-2.771
5993,299.66,-2.792
5994,299.71,-2.679
5995,299.76,-2.437
5996,299.81,-2.077
5997,299.86,-1.617
5998,299.91,-1.08
5999,299.96,-0.49
6000,300.01,0.123
6001,300.06,0.73
6002,300.11,1.302
6003,300.16,1.812
6004,300.21,2.234
6005,300.26,2.548
6006,300.31,2.74
6007,300.36,2.8
6008,300.41,2.725
6009,300.46,2.519
6010,300.51,2.192
6011,300.56,1.76
6012,300.61,1.242
6013,300.66,0.666
6014,300.71,0.057
6015,300.76,-0.555
6016,300.81,-1.139
6017,300.86,-1.669
6018,300.91,-2.119
6019,300.96,-2.467
6020,301.01,-2.696
6021,301.06,-2.796
6022,301.11,-2.762
6023,301.16,-2.595
6024,301.21,-2.303
6025,301.26,-1.901
6026,301.31,-1.408
6027,301.36,-0.847
6028,301.41,-0.245
6029,301.46,0.368
6030,301.51,0.963
6031,301.56,1.512
6032,301.61,1.989
6033,301.66,2.37
6034,301.71,2.638
6035,301.76,2.779
6036,301.81,2.787
6037,301.86,2.661
6038,301.91,2.408
6039,301.96,2.04
6040,302.01,1.573
6041,302.06,1.032
6042,302.11,0.441
6043,302.16,-0.171
6044,302.21,-0.775
6045,302.26,-1.341
6046,302.31,-1.844
6047,302.36,-2.258
6048,302.41,-2.564
6049,302.46,-2.747
6050,302.51,-2.799
6051,302.56,-2.717
6052,302.61,-2.505
6053,302.66,-2.174
6054,302.71,-1.738
6055,302.76,-1.22
6056,302.81,-0.643
6057,302.86,-0.036
6058,302.91,0.574
6059,302.96,1.155
6060,303.01,1.682
6061,303.06,2.128
6062,303.11,2.472
6063,303.16,2.699
6064,303.21,2.796
6065,303.26,2.761
6066,303.31,2.593
6067,303.36,2.302
6068,303.41,1.9
6069,303.46,1.409
6070,303.51,0.85
6071,303.56,0.25
6072,303.61,-0.361
6073,303.66,-0.955
6074,303.71,-1.503
6075,303.76,-1.98
6076,303.81,-2.363
6077,303.86,-2.632
6078,303.91,-2.777
6079,303.96,-2.789
6080,304.01,-2.668
6081,304.06,-2.42
6082,304.11,-2.057
6083,304.16,-1.596
6084,304.21,-1.06
6085,304.26,-0.472
6086,304.31,0.137
6087,304.36,0.74
6088,304.41,1.308
6089,304.46,1.814
6090,304.51,2.233
6091,304.56,2.546
6092,304.61,2.738
6093,304.66,2.8
6094,304.71,2.729
6095,304.76,2.528
6096,304.81,2.207
6097,304.86,1.781
6098,304.91,1.27
6099,304.96,0.699
6100,305.01,0.096
6101,305.06,-0.513
6102,305.11,-1.097
6103,305.16,-1.629
6104,305.21,-2.083
6105,305.26,-2.439
6106,305.31,-2.679
6107,305.36,-2.792
6108,305.41,-2.772
6109,305.46,-2.621
6110,305.51,-2.346
6111,305.56,-1.959
6112,305.61,-1.48
6113,305.66,-0.93
6114,305.71,-0.336
6115,305.76,0.273
6116,305.81,0.87
6117,305.86,1.425
6118,305.91,1.913
6119,305.96,2.31
6120,306.01,2.597
6121,306.06,2.762
6122,306.11,2.796
6123,306.16,2.698
6124,306.21,2.472
6125,306.26,2.129
6126,306.31,1.685
6127,306.36,1.161
6128,306.41,0.583
6129,306.46,-0.023
6130,306.51,-0.627
6131,306.56,-1.202
6132,306.61,-1.72
6133,306.66,-2.157
6134,306.71,-2.492
6135,306.76,-2.709
6136,306.81,-2.798
6137,306.86,-2.755
6138,306.91,-2.582
6139,306.96,-2.286
6140,307.01,-1.883
6141,307.06,-1.391
6142,307.11,-0.834
6143,307.16,-0.237
6144,307.21,0.371
6145,307.26,0.962
6146,307.31,1.507
6147,307.36,1.981
6148,307.41,2.361
6149,307.46,2.631
6150,307.51,2.776
6151,307.56,2.79
6152,307.61,2.672
6153,307.66,2.429
6154,307.71,2.071
6155,307.76,1.616
6156,307.81,1.085
6157,307.86,0.502
6158,307.91,-0.104
6159,307.96,-0.705
6160,308.01,-1.273
6161,308.06,-1.781
6162,308.11,-2.205
6163,308.16,-2.525
6164,308.21,-2.727
6165,308.26,-2.8
6166,308.31,-2.741
6167,308.36,-2.554
6168,308.41,-2.246
6169,308.46,-1.833
6170,308.51,-1.334
6171,308.56,-0.772
6172,308.61,-0.173
6173,308.66,0.433
6174,308.71,1.019
6175,308.76,1.557
6176,308.81,2.022
6177,308.86,2.392
6178,308.91,2.649
6179,308.96,2.782
6180,309.01,2.785
6181,309.06,2.657
6182,309.11,2.404
6183,309.16,2.038
6184,309.21,1.577
6185,309.26,1.042
6186,309.31,0.458
6187,309.36,-0.148
6188,309.41,-0.746
6189,309.46,-1.31
6190,309.51,-1.812
6191,309.56,-2.229
6192,309.61,-2.541
6193,309.66,-2.735
6194,309.71,-2.8
6195,309.76,-2.734
6196,309.81,-2.54
6197,309.86,-2.227
6198,309.91,-1.81
6199,309.96,-1.308
6200,310.01,-0.745
6201,310.06,-0.147
6202,310.11,0.458
6203,310.16,1.041
6204,310.21,1.575
6205,310.26,2.036
6206,310.31,2.402
6207,310.36,2.655
6208,310.41,2.784
6209,310.46,2.783
6210,310.51,2.652
6211,310.56,2.397
6212,310.61,2.03
6213,310.66,1.568
6214,310.71,1.032
6215,310.76,0.449
6216,310.81,-0.155
6217,310.86,-0.752
6218,310.91,-1.314
6219,310.96,-1.814
6220,311.01,-2.23
6221,311.06,-2.542
6222,311.11,-2.735
6223,311.16,-2.8
6224,311.21,-2.735
6225,311.26,-2.542
6226,311.31,-2.231
6227,311.36,-1.815
6228,311.41,-1.315
6229,311.46,-0.754
6230,311.51,-0.158
6231,311.56,0.446
6232,311.61,1.029
6233,311.66,1.563
6234,311.71,2.025
6235,311.76,2.393
6236,311.81,2.649
6237,311.86,2.782
6238,311.91,2.785
6239,311.96,2.659
6240,312.01,2.409
6241,312.06,2.046
6242,312.11,1.589
6243,312.16,1.058
6244,312.21,0.477
6245,312.26,-0.125
6246,312.31,-0.722
6247,312.36,-1.285
6248,312.41,-1.789
6249,312.46,-2.209
6250,312.51,-2.526
6251,312.56,-2.726
6252,312.61,-2.8
6253,312.66,-2.743
6254,312.71,-2.559
6255,312.76,-2.256
6256,312.81,-1.848
6257,312.86,-1.355
6258,312.91,-0.799
6259,312.96,-0.205
6260,313.01,0.397
6261,313.06,0.982
6262,313.11,1.521
6263,313.16,1.989
6264,313.21,2.365
6265,313.26,2.631
6266,313.31,2.775
6267,313.36,2.791
6268,313.41,2.677
6269,313.46,2.439
6270,313.51,2.088
6271,313.56,1.64
6272,313.61,1.117
6273,313.66,0.542
6274,313.71,-0.059
6275,313.76,-0.656
6276,313.81,-1.223
6277,313.86,-1.734
6278,313.91,-2.164
6279,313.96,-2.494
6280,314.01,-2.708
6281,314.06,-2.798
6282,314.11,-2.757
6283,314.16,-2.59
6284,314.21,-2.302
6285,314.26,-1.908
6286,314.31,-1.426
6287,314.36,-0.878
6288,314.41,-0.29
6289,314.46,0.312
6290,314.51,0.9
6291,314.56,1.445
6292,314.61,1.925
6293,314.66,2.315
6294,314.71,2.598
6295,314.76,2.761
6296,314.81,2.797
6297,314.86,2.703
6298,314.91,2.485
6299,314.96,2.152
6300,315.011,1.72
6301,315.061,1.209
6302,315.111,0.642
6303,315.161,0.045
6304,315.211,-0.554
6305,315.261,-1.127
6306,315.311,-1.648
6307,315.361,-2.093
6308,315.411,-2.442
6309,315.461,-2.678
6310,315.511,-2.791
6311,315.561,-2.775
6312,315.611,-2.631
6313,315.661,-2.367
6314,315.711,-1.993
6315,315.761,-1.527
6316,315.811,-0.992
6317,315.861,-0.41
6318,315.911,0.19
6319,315.961,0.781
6320,316.011,1.337
6321,316.061,1.831
6322,316.111,2.24
6323,316.161,2.547
6324,316.211,2.736
6325,316.261,2.8
6326,316.311,2.735
6327,316.361,2.544
6328,316.411,2.237
6329,316.461,1.826
6330,316.511,1.332
6331,316.561,0.777
6332,316.611,0.186
6333,316.661,-0.414
6334,316.711,-0.994
6335,316.761,-1.529
6336,316.811,-1.993
6337,316.861,-2.367
6338,316.911,-2.631
6339,316.961,-2.775
6340,317.011,-2.791
6341,317.061,-2.679
6342,317.111,-2.445
6343,317.161,-2.098
6344,317.211,-1.656
6345,317.261,-1.137
6346,317.311,-0.566
6347,317.361,0.03
6348,317.411,0.625
6349,317.461,1.192
6350,317.511,1.704
6351,317.561,2.137
6352,317.611,2.473
6353,317.661,2.696
6354,317.711,2.795
6355,317.761,2.766
6356,317.811,2.611
6357,317.861,2.336
6358,317.911,1.955
6359,317.961,1.484
6360,318.011,0.945
6361,318.061,0.363
6362,318.111,-0.236
6363,318.161,-0.824
6364,318.211,-1.374
6365,318.261,-1.861
6366,318.311,-2.263
6367,318.361,-2.562
6368,318.411,-2.743
6369,318.461,-2.8
6370,318.511,-2.728
6371,318.561,-2.532
6372,318.611,-2.22
6373,318.661,-1.807
6374,318.711,-1.312
6375,318.761,-0.757
6376,318.811,-0.167
6377,318.861,0.431
6378,318.911,1.008
6379,318.961,1.54
6380,319.011,2.001
6381,319.061,2.372
6382,319.111,2.633
6383,319.161,2.775
6384,319.211,2.791
6385,319.261,2.679
6386,319.311,2.445
6387,319.361,2.1
6388,319.411,1.659
6389,319.461,1.143
6390,319.511,0.574
6391,319.561,-0.02
6392,319.611,-0.614
6393,319.661,-1.179
6394,319.711,-1.691
6395,319.761,-2.126
6396,319.811,-2.464
6397,319.861,-2.69
6398,319.911,-2.794
6399,319.961,-2.77
6400,320.011,-2.621
6401,320.061,-2.352
6402,320.111,-1.977
6403,320.161,-1.512
6404,320.211,-0.978
6405,320.261,-0.399
6406,320.311,0.197
6407,320.361,0.784
6408,320.411,1.336
6409,320.461,1.827
6410,320.511,2.235
6411,320.561,2.542
6412,320.611,2.733
6413,320.661,2.8
6414,320.711,2.74
6415,320.761,2.556
6416,320.811,2.255
6417,320.861,1.853
6418,320.911,1.366
6419,320.961,0.818
6420,321.011,0.233
6421,321.061,-0.363
6422,321.111,-0.943
6423,321.161,-1.48
6424,321.211,-1.949
6425,321.261,-2.33
6426,321.311,-2.606
6427,321.361,-2.764
6428,321.411,-2.796
6429,321.461,-2.702
6430,321.511,-2.486
6431,321.561,-2.157
6432,321.611,-1.73
6433,321.661,-1.225
6434,321.711,-0.665
6435,321.761,-0.075
6436,321.811,0.519
6437,321.861,1.089
6438,321.911,1.61
6439,321.961,2.058
6440,322.011,2.413
6441,322.061,2.658
6442,322.111,2.784
6443,322.161,2.784
6444,322.211,2.658
6445,322.261,2.412
6446,322.311,2.057
6447,322.361,1.61
6448,322.411,1.089
6449,322.461,0.52
6450,322.511,-0.073
6451,322.561,-0.663
6452,322.611,-1.222
6453,322.661,-1.727
6454,322.711,-2.153
6455,322.761,-2.483
6456,322.811,-2.7
6457,322.861,-2.796
6458,322.911,-2.765
6459,322.961,-2.61
6460,323.011,-2.337
6461,323.061,-1.959
6462,323.111,-1.493
6463,323.161,-0.96
6464,323.211,-0.383
6465,323.261,0.211
6466,323.311,0.795
6467,323.361,1.344
6468,323.411,1.832
6469,323.461,2.237
6470,323.511,2.542
6471,323.561,2.733
6472,323.611,2.8
6473,323.661,2.741
6474,323.711,2.559
6475,323.761,2.262
6476,323.811,1.864
6477,323.861,1.381
6478,323.911,0.837
6479,323.961,0.255
6480,324.011,-0.339
6481,324.061,-0.917
6482,324.111,-1.454
6483,324.161,-1.926
6484,324.211,-2.311
6485,324.261,-2.592
6486,324.311,-2.757
6487,324.361,-2.798
6488,324.411,-2.714
6489,324.461,-2.507
6490,324.511,-2.189
6491,324.561,-1.772
6492,324.611,-1.275
6493,324.661,-0.722
6494,324.711,-0.136
6495,324.761,0.456
6496,324.811,1.027
6497,324.861,1.553
6498,324.911,2.008
6499,324.961,2.374
6500,325.011,2.633
6501,325.061,2.775
6502,325.111,2.792
6503,325.161,2.684
6504,325.211,2.455
6505,325.261,2.117
6506,325.311,1.684
6507,325.361,1.176
6508,325.411,0.615
6509,325.461,0.027
6510,325.511,-0.563
6511,325.561,-1.127
6512,325.611,-1.641
6513,325.661,-2.081
6514,325.711,-2.428
6515,325.761,-2.667
6516,325.811,-2.787
6517,325.861,-2.782
6518,325.911,-2.652
6519,325.961,-2.404
6520,326.011,-2.049
6521,326.061,-1.602
6522,326.111,-1.084
6523,326.161,-0.517
6524,326.211,0.072
6525,326.261,0.659
6526,326.311,1.216
6527,326.361,1.718
6528,326.411,2.144
